time,temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,tsun,coco
2025-01-29 21:00:00,30.0,23.0,66.0,0.0,,270.0,9.0,,1008.0,,25.0
2025-01-29 22:00:00,29.0,24.1,75.0,0.2,,200.0,6.0,,1009.0,,3.0
2025-01-29 23:00:00,28.0,24.0,79.0,2.7,,110.0,4.0,,1009.0,,3.0
2025-01-30 00:00:00,28.0,24.0,79.0,0.2,,190.0,13.0,,1009.0,,3.0
2025-01-30 01:00:00,26.0,23.1,84.0,0.0,,200.0,33.0,,1011.0,,2.0
2025-01-30 02:00:00,24.0,23.0,94.0,0.0,,50.0,7.0,,1010.0,,2.0
2025-01-30 03:00:00,24.0,23.0,94.0,0.0,,220.0,9.0,,1010.0,,2.0
2025-01-30 04:00:00,24.0,23.0,94.0,0.0,,210.0,6.0,,1010.0,,2.0
2025-01-30 05:00:00,23.0,23.0,100.0,0.0,,195.0,7.4,,1010.0,,2.0
2025-01-30 06:00:00,23.0,23.0,100.0,0.0,,200.0,6.0,,1009.0,,5.0
2025-01-30 07:00:00,23.0,23.0,100.0,0.0,,202.0,5.5,,1009.0,,5.0
2025-01-30 08:00:00,23.0,23.0,100.0,0.0,,220.0,7.0,,1010.0,,2.0
2025-01-30 09:00:00,23.0,23.0,100.0,0.0,,220.0,9.0,,1010.0,,2.0
2025-01-30 10:00:00,23.0,23.0,100.0,0.0,,180.0,9.0,,1010.0,,2.0
2025-01-30 11:00:00,24.0,24.0,100.0,0.0,,190.0,7.0,,1011.0,,2.0
2025-01-30 12:00:00,27.0,24.1,84.0,0.0,,160.0,7.0,,1011.0,,3.0
2025-01-30 13:00:00,27.1,23.4,80.0,0.0,,195.0,9.3,,1010.7,,3.0
2025-01-30 14:00:00,28.3,23.4,75.0,0.0,,206.0,9.3,,1010.6,,3.0
2025-01-30 15:00:00,29.6,23.5,70.0,0.0,,223.0,9.3,,1010.4,,3.0
2025-01-30 16:00:00,31.6,22.0,57.0,0.0,,225.0,11.1,,1009.6,,2.0
2025-01-30 17:00:00,35.0,22.0,47.0,0.0,,290.0,11.0,,1009.0,,3.0
2025-01-30 18:00:00,35.0,20.9,44.0,0.0,,250.0,9.0,,1008.0,,3.0
2025-01-30 19:00:00,35.0,20.9,44.0,0.5,,250.0,13.0,,1007.0,,3.0
2025-01-30 20:00:00,35.0,20.9,44.0,0.2,,230.0,19.0,,1006.0,,3.0
2025-01-30 21:00:00,34.0,20.0,44.0,0.0,,230.0,17.0,,1006.0,,2.0
2025-01-30 22:00:00,33.0,19.8,46.0,0.0,,200.0,15.0,,1006.0,,2.0
2025-01-30 23:00:00,30.0,20.0,55.0,0.0,,180.0,11.0,,1007.0,,2.0
2025-01-31 00:00:00,30.0,20.0,55.0,0.0,,180.0,11.0,,1008.0,,2.0
2025-01-31 01:00:00,30.0,20.0,55.0,0.0,,180.0,11.0,,1008.0,,2.0
2025-01-31 02:00:00,28.0,20.0,62.0,0.0,,140.0,11.0,,1009.0,,1.0
2025-01-31 03:00:00,27.0,22.0,74.0,0.0,,173.0,3.7,,1009.0,,1.0
2025-01-31 04:00:00,27.0,22.0,74.0,0.0,,194.0,0.0,,1009.0,,1.0
2025-01-31 05:00:00,26.0,22.1,79.0,0.0,,221.0,1.8,,1008.0,,1.0
2025-01-31 06:00:00,26.0,22.1,79.0,0.0,,221.0,1.8,,1008.0,,1.0
2025-01-31 07:00:00,24.0,22.1,89.0,0.0,,221.0,1.8,,1008.0,,1.0
2025-01-31 08:00:00,24.0,20.9,83.0,0.0,,239.0,0.0,,1007.0,,1.0
2025-01-31 09:00:00,24.0,20.9,83.0,0.0,,20.0,7.0,,1007.0,,1.0
2025-01-31 10:00:00,23.0,23.0,100.0,0.0,,14.0,7.4,,1008.0,,1.0
2025-01-31 11:00:00,27.0,24.1,84.0,0.0,,260.0,6.0,,1008.0,,1.0
2025-01-31 12:00:00,29.0,23.0,70.0,0.0,,256.0,6.0,,1009.0,,1.0
2025-01-31 13:00:00,31.0,23.1,63.0,0.0,,270.0,7.0,,1008.0,,2.0
2025-01-31 14:00:00,31.0,22.1,59.0,0.0,,270.0,7.0,,1008.0,,2.0
2025-01-31 15:00:00,32.0,20.9,52.0,0.0,,270.0,9.0,,1008.0,,2.0
2025-01-31 16:00:00,35.0,20.2,42.0,0.0,,260.0,9.0,,1007.0,,3.0
2025-01-31 17:00:00,35.0,19.0,39.0,0.0,,230.0,11.0,,1006.0,,3.0
2025-01-31 18:00:00,36.0,17.2,33.0,0.0,,210.0,19.0,,1005.0,,3.0
2025-01-31 19:00:00,36.0,17.2,33.0,0.0,,210.0,15.0,,1004.0,,3.0
2025-01-31 20:00:00,34.1,18.6,40.0,0.0,,209.0,18.5,,1004.4,,2.0
2025-01-31 21:00:00,33.9,18.0,39.0,0.0,,201.0,20.4,,1003.8,,2.0
2025-01-31 22:00:00,32.2,18.4,44.0,0.0,,196.0,16.7,,1004.1,,2.0
2025-01-31 23:00:00,30.4,19.1,51.0,0.0,,189.0,14.8,,1004.3,,2.0
2025-02-01 00:00:00,28.7,19.3,57.0,0.0,,180.0,11.1,,1004.5,,1.0
